longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
72.86305862,19.20860357,40,3411,647,4777,167,0.432749335,1382774.465,NEAR OCEAN
72.83617811,19.20715269,29,1763,1132,826,2452,1.109403127,829979.2965,NEAR OCEAN
72.80735966,19.22099131,18,2467,1346,302,159,0.491981126,496905.0404,NEAR OCEAN
72.89604788,19.00545709,25,3099,334,2740,1478,0.255454828,756237.6911,NEAR OCEAN
72.81618216,18.95452345,34,4374,1505,4892,1486,1.293535694,3137143.935,NEAR OCEAN
72.91726482,19.02490307,5,3596,840,3123,2449,0.294225531,823524.9502,NEAR OCEAN
72.86820422,19.21828206,40,2635,245,1305,1778,1.261323273,2320798.836,NEAR OCEAN
72.79030614,19.23638825,36,4985,1268,4745,1994,0.292904481,212505.0018,NEAR OCEAN
72.87304324,19.17866886,18,4379,1555,574,328,0.285856187,1138350.138,NEAR OCEAN
72.80329524,19.16947401,18,2406,1794,1679,1025,0.708898507,1033420.978,NEAR OCEAN
72.95127145,19.14850063,34,2727,1904,4463,790,0.945047184,906524.8358,NEAR OCEAN
72.93482255,19.09718046,45,1376,1162,3694,706,0.59998403,3419836.736,NEAR OCEAN
72.88306025,19.17689015,41,1407,792,2705,1372,0.933748805,991980.6515,NEAR OCEAN
72.90618833,19.0877064,11,3107,781,421,1759,0.720024411,4009308.033,NEAR OCEAN
72.85019432,19.22709062,8,3748,797,1023,2122,1.276713297,2545589.852,NEAR OCEAN
72.93129922,19.03766161,27,1188,860,1190,343,0.763078838,853549.9338,NEAR OCEAN
72.86368543,19.08943021,28,1405,221,4183,1097,0.293761006,1352807.463,NEAR OCEAN
72.8121371,19.216823,12,5332,944,3258,1870,0.761083718,486654.8367,NEAR OCEAN
72.87283999,19.14127891,13,4014,89,1955,251,0.367691096,1880370.719,NEAR OCEAN
72.92348903,19.08688406,34,2131,623,4467,1672,1.305227273,6537986.162,NEAR OCEAN
72.83228224,19.12953654,19,5087,1710,775,1007,0.926411798,2378763.694,NEAR OCEAN
72.81851418,19.22576491,7,5100,183,291,767,0.393885688,586121.4359,NEAR OCEAN
72.8635369,19.07121522,6,2116,1197,4239,415,0.337711483,2283083.914,NEAR OCEAN
72.87947852,19.12616637,28,1828,1233,4530,2032,0.287497119,1883116.459,NEAR OCEAN
72.89592197,19.16730027,47,5314,515,4313,2315,0.863082325,1187100.667,NEAR OCEAN
72.87228411,19.2487144,14,1660,181,889,2074,0.986997476,1237712.488,NEAR OCEAN
72.91443621,19.0664734,46,3864,1330,3039,1817,0.855503704,3861645.918,NEAR OCEAN
72.88996277,19.1457503,17,402,1395,4496,243,0.931167501,1857151.756,NEAR OCEAN
72.86329227,19.05629091,31,4940,1440,2776,1030,0.779395265,2525995.762,NEAR OCEAN
72.93011466,19.08563481,27,899,1721,1897,2468,1.709709101,5906620.018,NEAR OCEAN
72.80082182,18.95393382,19,3839,403,297,1027,0.348445893,1769157.506,NEAR OCEAN
72.8553483,19.07940853,37,1000,1824,1960,2205,0.677659025,2188002.195,NEAR OCEAN
72.8520534,19.17209778,42,4057,1992,3086,386,1.284620944,3365653.865,NEAR OCEAN
72.85620637,19.22567661,30,5863,1074,4587,488,1.228118823,3330904.221,NEAR OCEAN
72.82723878,18.95941305,31,1644,1844,3994,1469,1.336465638,2537249.958,NEAR OCEAN
72.90719481,19.17247472,10,2273,1031,324,1510,0.285032326,1253861.71,NEAR OCEAN
72.87198819,19.18892661,42,3741,411,1679,1460,0.338367379,1118223.89,NEAR OCEAN
72.94495192,19.04110118,30,1473,561,4210,2406,0.571535223,625691.8563,NEAR OCEAN
72.94845302,19.12195512,37,2883,489,1196,2318,0.473776112,1408619.446,NEAR OCEAN
72.82282339,18.98046934,32,4420,1733,2968,2383,0.901231826,3600506.402,NEAR OCEAN
72.84079221,18.9349709,13,1078,1409,3938,327,0.867804711,4204292.977,NEAR OCEAN
72.93614556,19.1612046,46,3166,1778,4883,309,0.425473263,1156404.591,NEAR OCEAN
72.85392079,19.20800021,26,2328,1284,1123,886,0.963468326,1408945.269,NEAR OCEAN
72.87476994,19.03009477,30,5953,1702,3350,1849,0.806294433,1360577.024,NEAR OCEAN
72.87300134,19.01746055,17,5780,1345,601,1425,0.257249455,1263605.961,NEAR OCEAN
72.78587171,19.23123477,20,1357,919,622,1859,0.86298794,113198.8178,NEAR OCEAN
72.89585306,19.17544174,42,2829,1700,653,2388,0.966940962,994400.2815,NEAR OCEAN
72.94504143,19.10436157,10,1317,1451,1397,1201,1.108525342,1667466.049,NEAR OCEAN
72.89072088,19.00469548,23,4249,882,2220,932,0.28846841,853304.2006,NEAR OCEAN
72.84651316,18.98447633,24,3183,603,3282,1204,0.31142589,1697521.527,NEAR OCEAN
72.85783319,19.01006386,42,4448,645,4465,995,1.327815857,2496347.567,NEAR OCEAN
72.79230609,19.25863502,20,2125,1689,4316,1922,0.535096491,245079.8743,NEAR OCEAN
72.85143849,19.04457116,26,2306,1377,1341,1510,1.493651721,4628105.255,NEAR OCEAN
72.90982646,19.16955886,9,2429,1051,347,807,0.60344165,1246031.811,NEAR OCEAN
72.78958036,19.16969165,5,3588,1267,2845,2161,0.137743888,930366.816,NEAR OCEAN
72.86961231,19.08980157,17,4572,831,1301,1922,0.346584079,1622292.035,NEAR OCEAN
72.94923169,19.05544972,23,5435,121,2226,1391,0.901978199,639857.5916,NEAR OCEAN
72.84214365,18.9722913,48,3867,1173,2229,1217,0.758152252,1339362.204,NEAR OCEAN
72.85392313,19.00416788,14,2355,1012,4989,1266,0.803567727,2579836.65,NEAR OCEAN
72.85828568,19.19870017,10,5349,1137,4501,2479,0.883607674,1161098.053,NEAR OCEAN
72.79256264,19.1543494,36,2125,414,2040,973,0.657174148,847473.1195,NEAR OCEAN
72.86709612,19.19198663,39,3093,1235,3696,1440,0.606905623,1054866.781,NEAR OCEAN
72.89126469,19.05057437,7,1086,1805,3017,1932,0.444189033,2048998.763,NEAR OCEAN
72.84393355,19.09304993,16,2994,675,1354,233,0.714923627,1736548.017,NEAR OCEAN
72.83718637,19.1870362,12,5076,236,1295,1259,1.06978635,1297210.583,NEAR OCEAN
72.88942085,18.99808214,7,441,1111,472,1105,0.141980359,946712.7916,NEAR OCEAN
72.85308306,19.12763268,7,4501,1743,2137,1616,1.135454091,5141934.351,NEAR OCEAN
72.95486174,19.04872806,24,2854,1025,3948,2098,0.717429715,425710.4241,NEAR OCEAN
72.91161848,19.14423578,29,4719,586,481,1271,0.654785415,2921505.872,NEAR OCEAN
72.8391207,18.97918212,19,2702,928,1514,1123,0.581951804,1865189.926,NEAR OCEAN
72.93264115,19.18983264,32,4049,705,2682,1236,0.76718589,882704.4268,NEAR OCEAN
72.94650797,19.05419957,22,488,840,3398,1363,0.175265085,709550.2109,NEAR OCEAN
72.8082232,18.90709754,10,5899,1696,2040,707,0.301559083,1277892.748,NEAR OCEAN
72.83443936,18.92239551,40,5183,87,880,2011,1.520882933,4336425.963,NEAR OCEAN
72.84906631,18.9728686,46,1880,1335,261,360,0.656632306,977872.887,NEAR OCEAN
72.83802058,19.23549283,36,3793,395,3386,268,0.384508626,1150973.244,NEAR OCEAN
72.95931679,19.05175779,49,2568,1611,3534,701,0.332168188,206953.0709,NEAR OCEAN
72.86154573,19.11671391,8,611,616,2538,2405,1.23889957,3887476.129,NEAR OCEAN
72.93771119,19.06925672,48,2244,417,2480,2422,0.414942938,2657433.644,NEAR OCEAN
72.89532181,19.08782485,28,1680,1333,2108,1107,0.848290203,3226671.522,NEAR OCEAN
72.92003864,19.06669102,25,1839,1812,153,2455,0.989514176,4123910.522,NEAR OCEAN
72.84790226,19.08660147,13,5371,1665,2208,2328,1.193736628,1762014.279,NEAR OCEAN
72.88321994,19.13996594,46,4971,142,2173,705,0.58657418,1734517.836,NEAR OCEAN
72.86074987,19.12269083,6,2338,1235,3363,143,0.945157778,4201966.946,NEAR OCEAN
72.8313946,19.01501502,32,4023,227,1504,2043,1.717727041,10512319.36,NEAR OCEAN
72.83746646,19.01521788,41,5111,823,333,654,1.653596429,9892654.252,NEAR OCEAN
72.82546588,19.13022194,29,689,1637,1111,99,0.461400768,1603479.503,NEAR OCEAN
72.91195438,19.05838749,46,5607,268,1117,1774,1.34892665,2556739.649,NEAR OCEAN
72.94695644,19.04177969,27,3734,1378,2003,2014,1.045519931,385875.3536,NEAR OCEAN
72.84103476,18.97123611,49,4612,537,769,1138,0.905128144,1503589.033,NEAR OCEAN
72.90912419,19.06989643,8,1860,555,1500,462,0.840804888,3884584.343,NEAR OCEAN
72.88640149,19.22296157,48,5104,1482,3210,344,0.518840937,1375702.825,NEAR OCEAN
72.88536266,19.18764319,39,2137,1097,2644,534,0.840644614,979953.9609,NEAR OCEAN
72.80370402,19.14256455,21,877,757,3417,2173,0.750586864,925021.7839,NEAR OCEAN
72.90428574,19.10883398,35,2762,964,3684,604,1.055075396,5629772.765,NEAR OCEAN
72.94883214,19.0823904,19,5907,1940,733,684,0.322678686,1656257.433,NEAR OCEAN
72.92569431,19.09760247,6,3374,733,3646,1837,1.098874877,4656775.317,NEAR OCEAN
72.85200124,19.11622273,38,2459,1631,2595,2054,1.230967465,6502465.684,NEAR OCEAN
72.90691547,19.07742408,39,5588,1054,609,1576,1.440569434,4221869.318,NEAR OCEAN
72.93275044,19.06050206,41,5845,229,1790,1538,1.150910039,2124715.007,NEAR OCEAN
72.92881779,19.03087181,40,5387,305,707,385,0.700411325,809331.8401,NEAR OCEAN
72.91483647,19.11537248,13,3416,1612,248,1864,2.844238215,12981617.9,NEAR OCEAN
72.85999766,18.9995086,39,2892,1698,3753,2203,1.062782622,1629424.64,NEAR OCEAN
72.81493771,19.21857166,8,5273,419,2662,1068,0.626831698,584059.6359,NEAR OCEAN
72.8577525,19.01039369,28,5378,585,4272,542,1.195419393,2389427.542,NEAR OCEAN
72.85584152,18.99681434,16,3871,1126,1377,998,0.87462318,1764395.66,NEAR OCEAN
72.8656722,19.09947203,20,445,773,4086,1193,0.901580043,1799651.468,NEAR OCEAN
72.9152196,19.16833632,8,1795,998,839,811,0.328025786,1294051.162,NEAR OCEAN
72.81905132,19.14893604,7,3124,1767,654,2331,0.878512537,1744211.835,NEAR OCEAN
72.8053415,19.14921491,30,1645,1271,700,970,0.836775451,933295.0886,NEAR OCEAN
72.89751022,19.1338208,39,2597,203,2457,1990,0.753906375,3239599.058,NEAR OCEAN
72.87071602,19.14383674,20,3381,1387,274,493,0.659852215,1920889.138,NEAR OCEAN
72.93789191,19.19095965,33,936,271,4767,345,0.259065255,920049.2517,NEAR OCEAN
72.79978067,19.25251877,20,5049,1585,2734,2484,0.818503588,228699.9887,NEAR OCEAN
72.90790432,19.1749506,40,741,1424,946,2453,0.476138142,1239801.633,NEAR OCEAN
72.86505133,19.00855118,34,1201,590,2622,1462,0.329702592,1562415.468,NEAR OCEAN
72.9400191,19.1463113,32,916,144,4070,1440,0.414679346,1340817.863,NEAR OCEAN
72.81358186,18.90501568,49,3228,312,890,321,0.592140858,1121272.608,NEAR OCEAN
72.79916877,18.95443456,27,1268,1193,4228,1868,0.721961197,1523527.101,NEAR OCEAN
72.82479474,19.20962151,31,1978,272,1216,1353,0.152606601,777894.9735,NEAR OCEAN
72.90328389,19.08748238,38,1061,428,4603,1783,1.277186495,3797771.227,NEAR OCEAN
72.87989809,19.18797167,29,362,164,2276,1818,0.30788793,928010.2528,NEAR OCEAN
72.9609949,19.1693599,42,3218,1194,2091,829,0.684290395,675599.8968,NEAR OCEAN
72.81611116,19.23835876,9,3783,273,4443,1680,0.795374062,450084.6712,NEAR OCEAN
72.94356223,19.1243485,11,1188,206,3454,2236,0.515769934,1929073.086,NEAR OCEAN
72.91726462,19.04608752,33,931,1978,3854,2454,1.197730808,1586520.276,NEAR OCEAN
72.94019408,19.12993791,16,5958,1958,4375,2056,1.342017287,2410281.754,NEAR OCEAN
72.85486273,19.1476947,43,3133,1289,3427,2141,1.309283106,3517359.212,NEAR OCEAN
72.91121347,19.09344473,15,2488,381,3601,2430,1.306052172,4497277.137,NEAR OCEAN
72.88116779,19.15109032,36,4664,955,4467,1570,0.958989019,1534188.245,NEAR OCEAN
72.82126303,18.95747396,35,3265,1314,1341,2035,1.046958553,3027103.072,NEAR OCEAN
72.88689953,19.1179057,45,1847,1573,1333,2262,0.566803641,2412568.525,NEAR OCEAN
72.87794616,19.22761275,33,3110,432,2597,1004,0.314570156,1835240.866,NEAR OCEAN
72.92211207,19.04878794,46,980,981,3544,117,0.599993179,1442813.603,NEAR OCEAN
72.96441726,19.17646305,46,5804,1652,586,1323,0.329269551,381579.371,NEAR OCEAN
72.79959756,19.23521886,47,4131,1709,2700,1214,0.774393889,347074.3384,NEAR OCEAN
72.91598037,19.17269544,27,3919,1039,1787,237,0.252257727,1311426.735,NEAR OCEAN
72.86480772,19.05220578,30,3943,1031,869,1486,1.035427387,2249447.116,NEAR OCEAN
72.84730954,19.05249726,16,4371,1969,4883,481,1.036791695,6438900.65,NEAR OCEAN
72.81743084,19.14626526,15,5362,595,658,1261,0.930357164,1323332.405,NEAR OCEAN
72.89719672,19.23140951,38,5505,1081,625,2085,0.931075331,756112.5604,NEAR OCEAN
72.85564254,19.25523216,17,2797,1607,441,2295,0.227281949,863455.7361,NEAR OCEAN
72.81111437,19.1725962,32,5127,534,255,445,0.691086272,1161240.932,NEAR OCEAN
72.93512762,19.11254884,35,4622,1469,4979,2092,1.462004792,3558388.022,NEAR OCEAN
72.93009456,19.04228249,40,5364,1121,1460,531,0.350761802,1167732.339,NEAR OCEAN
72.8979671,19.13475594,45,1544,548,2128,659,1.158305749,3348448.691,NEAR OCEAN
72.8668848,19.21536568,17,2444,586,2238,798,0.907471037,1963083.723,NEAR OCEAN
72.92816901,19.11829128,42,4731,629,3679,1837,1.872833549,6395090.524,NEAR OCEAN
72.89123124,19.18078155,7,3241,1709,2187,2111,0.169857605,1093688.069,NEAR OCEAN
72.95758005,19.04981448,39,3199,814,4867,342,0.628336971,144511.1001,NEAR OCEAN
72.83964133,19.04161765,42,2430,171,2676,1873,1.893044621,7669682.845,NEAR OCEAN
72.90188008,19.19727362,38,1450,1398,2465,2417,0.487575086,861781.8394,NEAR OCEAN
72.85015753,18.98612055,25,2936,325,560,554,0.783508269,1372301.933,NEAR OCEAN
72.92210898,19.09558383,26,5438,1783,2936,719,1.239095035,4855417.106,NEAR OCEAN
72.88911399,19.10188313,9,2891,1542,181,623,1.079651805,2269232.968,NEAR OCEAN
72.9101507,19.16883365,6,2172,461,4249,1731,0.228013306,1404694.011,NEAR OCEAN
72.91093859,19.18260565,24,2565,1630,2791,2195,0.517671576,988274.4776,NEAR OCEAN
72.85111287,19.25618953,7,1506,688,3764,2172,0.261176559,793016.7787,NEAR OCEAN
72.82814824,18.97499568,15,4544,655,598,2392,0.967046955,2253379.271,NEAR OCEAN
72.83049066,18.91949727,7,5209,878,2749,2147,1.388446355,3934870.87,NEAR OCEAN
72.90156239,19.02734601,46,3132,1477,1266,431,0.480476749,1092330.153,NEAR OCEAN
72.8506815,19.06099777,32,842,449,556,1455,1.605749926,5267772.467,NEAR OCEAN
72.89858697,19.09399856,36,1812,1794,2486,131,0.5100688,3271713.006,NEAR OCEAN
72.84373817,19.15944182,5,2547,1422,3614,2436,1.292646966,8615843.579,NEAR OCEAN
72.88770195,19.06254062,29,1231,866,4744,1708,0.5468692,3650972.913,NEAR OCEAN
72.85181769,19.26691469,39,3816,90,2244,364,0.562546209,498407.5219,NEAR OCEAN
72.93038112,19.10009454,40,4006,1233,3090,457,1.020485512,4101260.477,NEAR OCEAN
72.92066881,19.21574744,44,1672,141,2867,858,0.777544843,777286.269,NEAR OCEAN
72.83567706,18.99259533,31,4214,483,3398,966,1.356635186,3902677.539,NEAR OCEAN
72.95596428,19.14542941,12,3465,324,3276,2200,0.83431297,785978.6941,NEAR OCEAN
72.93250304,19.15004251,21,5201,654,3972,624,1.019699939,1609266.631,NEAR OCEAN
72.92170061,19.19075575,42,3195,967,4705,1062,0.864131517,1107447.146,NEAR OCEAN
72.89813868,19.01038609,9,1268,1127,630,1153,1.030709795,948381.0122,NEAR OCEAN
72.91294485,19.14104976,20,3919,748,1316,1875,0.521157148,3517555.751,NEAR OCEAN
72.93320361,19.09099891,14,1094,176,2818,2274,1.251139081,4320873.688,NEAR OCEAN
72.85249858,19.14796552,38,747,1433,3015,2091,1.444189285,3917792.907,NEAR OCEAN
72.84815079,19.11613133,11,5118,1175,409,1231,1.235593901,6590456.05,NEAR OCEAN
72.94778651,19.18058845,25,2586,297,2826,370,0.908756836,831717.626,NEAR OCEAN
72.88436585,19.06227569,31,1372,226,3511,96,1.229638419,3249087.01,NEAR OCEAN
72.93628768,19.10989228,6,2556,617,3327,2214,0.815711617,3279059.054,NEAR OCEAN
72.8030875,19.19391054,37,5507,1828,4607,2451,0.244250907,725235.4769,NEAR OCEAN
72.88083646,19.03320366,49,3183,1011,4540,1260,0.44750658,1385092.587,NEAR OCEAN
72.81354425,18.97710693,30,5813,116,2047,1291,0.475476435,3012826.384,NEAR OCEAN
72.90821197,19.18541646,6,2383,903,3562,113,0.231325785,984478.7528,NEAR OCEAN
72.86169316,19.20210724,36,2497,332,1557,1577,0.448166356,1373973.687,NEAR OCEAN
72.84077621,19.01935438,41,5070,973,1230,271,2.334124517,10716421.45,NEAR OCEAN
72.94361742,19.11027952,25,2053,326,1920,1234,0.322474731,1949288.835,NEAR OCEAN
72.90516219,19.05507388,31,4690,1851,2852,1163,0.560840391,2316004.381,NEAR OCEAN
72.88662698,19.23687715,10,593,708,2322,708,0.860860421,1234851.91,NEAR OCEAN
72.88209577,19.0934616,12,5721,1318,1855,531,0.432469673,1977766.329,NEAR OCEAN
72.91667049,19.07610958,13,4078,1504,2469,597,1.816915251,5791146.872,NEAR OCEAN
72.85761719,19.00015792,9,4709,981,4512,1529,1.204184415,1883441.828,NEAR OCEAN
72.79071072,19.16792752,11,2181,559,876,2301,0.234870192,664477.8108,NEAR OCEAN
72.83787022,19.09846458,27,5999,811,3403,2146,1.175549003,1682459.574,NEAR OCEAN
72.85564714,19.11013974,5,1168,397,1599,1716,0.800557114,3910022.423,NEAR OCEAN
72.788721,19.25263853,5,3914,1385,4746,1023,0.572389113,306995.3922,NEAR OCEAN
72.84018446,19.22471624,21,4455,1743,1823,153,1.058551277,1398746.322,NEAR OCEAN
72.96837109,19.17103366,21,2379,574,3932,1982,0.238782829,647342.385,NEAR OCEAN
72.81919978,18.95035218,7,789,772,4986,632,1.538473495,4424665.899,NEAR OCEAN
72.81405139,19.23715785,9,3416,870,2851,1739,0.112209596,376088.3466,NEAR OCEAN
72.81244614,19.16651781,6,4247,1603,2214,1727,0.703219135,1223197.081,NEAR OCEAN
72.89366629,18.9957335,16,4724,1500,627,2004,0.627357809,726851.7137,NEAR OCEAN
72.87753858,19.07241739,35,3781,1503,300,1785,0.41179882,2720127.232,NEAR OCEAN
72.79618597,19.21485156,33,848,596,3025,2401,0.963913005,381433.6903,NEAR OCEAN
72.84357915,18.93035318,33,1813,1306,4995,1874,1.173838062,2994063.252,NEAR OCEAN
72.95018871,19.14857253,37,1062,429,4295,558,0.298645244,1045473.172,NEAR OCEAN
72.87865513,19.03007994,34,5897,514,2193,1603,0.476674634,1242768.368,NEAR OCEAN
72.81636808,19.20330827,11,5340,1898,2997,383,0.745022881,705168.6785,NEAR OCEAN
72.85471345,19.08370606,8,4069,1358,1286,910,0.778931931,1778990.446,NEAR OCEAN
72.86165441,19.06140777,47,3818,997,1884,2304,0.849846394,2714655.948,NEAR OCEAN
72.79135385,19.20644494,33,1111,537,3588,1374,0.166186612,584494.9318,NEAR OCEAN
72.86363813,19.01554641,22,3969,846,2465,1208,1.258261264,2004175.928,NEAR OCEAN
72.90418821,19.18217569,20,5797,1279,432,2211,0.481180027,1204715.378,NEAR OCEAN
72.81367614,19.15111971,36,3534,962,4915,2431,1.161943324,1365999.861,NEAR OCEAN
72.89015233,19.00393499,47,1450,1143,4550,2018,0.75165734,925008.3281,NEAR OCEAN
72.8964503,19.12290953,21,5338,353,4169,787,1.347577912,4350883.007,NEAR OCEAN
72.85419101,19.2081934,36,936,473,2514,667,0.502780445,1512995.758,NEAR OCEAN
72.83862843,19.07667721,23,4884,1828,3685,1081,1.08355247,4113848.072,NEAR OCEAN
72.88110754,19.06598953,32,5234,595,3829,473,1.046104808,3285395.107,NEAR OCEAN
72.81382212,18.92107384,14,5850,1398,3473,542,1.492391953,3754423.872,NEAR OCEAN
72.92298035,19.05720907,34,474,546,1057,797,1.051133071,2195775.897,NEAR OCEAN
72.79655403,19.14572247,34,5689,1794,4439,1814,0.322423028,921119.8709,NEAR OCEAN
72.84273128,19.21813575,19,5318,166,2483,693,0.724527142,1480913.368,NEAR OCEAN
72.84935266,18.99641736,28,4539,1721,1816,1341,0.445195784,2171004.508,NEAR OCEAN
72.90069174,19.12623228,12,4191,1999,628,968,1.729515995,5456860.985,NEAR OCEAN
72.82042547,18.95389013,40,4983,845,3190,2312,1.147796971,3629749.193,NEAR OCEAN
72.89255867,19.19283509,17,308,1837,4272,1202,1.082410083,1064054.7,NEAR OCEAN
72.89437649,19.15795768,47,2950,1594,1487,900,0.675726497,1305554.716,NEAR OCEAN
72.89509811,19.0702174,13,5152,620,2140,2279,1.084876063,4723430.838,NEAR OCEAN
72.91843202,19.07069736,26,579,1957,2475,1577,1.301586682,4915693.1,NEAR OCEAN
72.80006163,19.16156261,44,5971,974,1488,1869,0.698189547,933059.2666,NEAR OCEAN
72.88167383,19.05457611,19,522,109,2341,2361,1.120056247,2388432.655,NEAR OCEAN
72.84533964,19.19155498,31,3511,1095,4781,1382,0.676534964,1230543.551,NEAR OCEAN
72.9791134,19.16718462,7,2065,836,1174,2228,0.56416216,566388.146,NEAR OCEAN
72.89198174,19.16790142,29,4416,1744,3635,1052,1.13585956,1289308.706,NEAR OCEAN
72.82997862,18.97545311,42,670,1426,1788,1410,0.888750062,2404250.272,NEAR OCEAN
72.83395245,19.13596633,22,938,317,4386,1453,1.228933282,2590355.094,NEAR OCEAN
72.85779074,19.18575463,35,3723,384,1633,217,0.943159703,1446564.715,NEAR OCEAN
72.89326573,19.15328625,31,1873,1724,3720,2269,0.529366012,1441773.489,NEAR OCEAN
72.89720724,19.14107958,35,3761,1654,4876,1699,0.434066852,2411855.233,NEAR OCEAN
72.95059731,19.06251667,46,5466,1486,3849,1416,0.339712801,847008.8273,NEAR OCEAN
72.80892516,18.96591467,37,4216,1324,2332,1228,1.041039496,2043268.526,NEAR OCEAN
72.83857432,19.1850901,19,1778,1064,155,2173,0.64005089,1668422.793,NEAR OCEAN
72.82447878,19.07393457,19,1123,1126,1836,917,0.994527174,4212313.011,NEAR OCEAN
72.86264367,19.0117976,13,4143,150,1843,1782,0.373220322,1916661.784,NEAR OCEAN
72.95744111,19.04296878,26,898,755,4877,811,0.448426655,324857.8473,NEAR OCEAN
72.92577363,19.02866061,30,1121,985,1362,1109,0.54639896,783462.6069,NEAR OCEAN
72.87714553,19.04894113,18,5288,1787,3000,891,0.250617657,1747845.164,NEAR OCEAN
72.94637068,19.163845,36,4403,322,4500,2194,0.812928137,906570.2511,NEAR OCEAN
72.82838418,19.23849566,29,5785,1023,2198,1487,0.718193823,634625.9443,NEAR OCEAN
72.92578702,19.15682263,47,5936,1903,3859,1500,0.512545254,1702326.84,NEAR OCEAN
72.91060928,19.15494812,8,2847,1638,4217,1080,0.740022864,1708906.765,NEAR OCEAN
72.89097661,19.11424401,18,1543,1544,4909,1531,1.208772864,3030764.958,NEAR OCEAN
72.91073945,19.13550909,37,4431,1917,479,589,1.150866916,5023180.72,NEAR OCEAN
72.8713937,19.08314034,49,3108,314,2551,1662,0.96518265,1887715.459,NEAR OCEAN
72.93778514,19.09742549,11,4448,1376,3042,632,1.368013667,2826113.709,NEAR OCEAN
72.89076195,19.16622429,35,3570,246,2934,1017,1.07717627,1312367.034,NEAR OCEAN
72.90679328,19.08074255,38,1301,1774,2021,1969,1.453405326,4182786.289,NEAR OCEAN
72.94077319,19.16056485,33,2337,88,976,782,0.953814283,1241836.251,NEAR OCEAN
72.93250775,19.09966639,33,5157,681,2965,344,1.398994186,3686572.646,NEAR OCEAN
72.82138861,19.18703173,29,5021,965,1856,641,1.064275464,894873.4093,NEAR OCEAN
72.85424586,19.13033815,15,3397,726,4936,1986,1.193854336,4537468.816,NEAR OCEAN
72.85138213,19.2302884,34,723,379,3628,2331,1.065681572,2759479.323,NEAR OCEAN
72.81467773,19.23235513,37,3200,1958,3392,1619,0.668080771,479830.0065,NEAR OCEAN
72.83543161,18.9617691,15,4957,664,2431,144,0.98521146,2054908.997,NEAR OCEAN
72.83215347,19.24174939,25,2772,1641,474,1741,0.32927935,659485.339,NEAR OCEAN
72.92542468,19.01359002,27,4483,1373,3506,831,1.110720097,829306.528,NEAR OCEAN
72.83883111,19.02393096,44,3817,1180,500,900,2.909336657,14640917.23,NEAR OCEAN
72.82499607,19.23110353,44,1849,152,849,1702,0.805848475,709627.3062,NEAR OCEAN
72.86344381,19.02633372,25,2298,183,1462,810,1.283714345,2460164.002,NEAR OCEAN
72.82451855,19.22117903,5,4352,1687,2461,1759,0.600091546,625863.7034,NEAR OCEAN
72.82999396,18.9594039,16,796,1505,627,633,1.081984115,2373555.716,NEAR OCEAN
72.90566083,19.221517,44,3457,1185,723,283,0.472868509,680191.0002,NEAR OCEAN
72.86466853,19.14990625,49,1911,1263,624,2096,0.999045171,2560392.277,NEAR OCEAN
72.83862653,19.12197733,11,3788,116,2315,1344,1.140305584,4084434.754,NEAR OCEAN
72.86499355,19.07759608,36,1852,1343,574,2281,1.194188998,1801458.944,NEAR OCEAN
72.93672953,19.04529898,13,1589,1956,3115,1396,1.121774097,1019674.278,NEAR OCEAN
72.85551986,19.11054228,39,1706,407,4449,2163,1.355026102,3997613.342,NEAR OCEAN
72.79358542,19.25751445,12,5758,932,670,2430,0.369033572,356605.2865,NEAR OCEAN
72.82447259,19.0634523,18,2159,561,4944,1639,1.401673435,7434939.542,NEAR OCEAN
72.7870269,19.22796392,15,2838,1779,3923,823,0.855295938,339782.5209,NEAR OCEAN
72.91178063,19.03441268,8,4814,380,1680,641,0.77847822,1136241.798,NEAR OCEAN
72.92272002,19.04777944,16,5138,1259,1728,2207,0.740010839,1470335.947,NEAR OCEAN
72.80438719,19.19605152,41,2431,1143,3433,2460,0.668943509,607328.7098,NEAR OCEAN
72.8102534,19.21758609,48,4582,499,3119,1062,0.226704923,375285.2904,NEAR OCEAN
72.82926561,18.96348723,14,2205,1150,4641,2056,0.770760371,2034973.94,NEAR OCEAN
72.85905784,19.12730657,22,5902,1289,4861,99,0.921968971,4127364.836,NEAR OCEAN
72.86564971,19.088718,24,5945,1201,2284,2113,0.241526985,1588432.983,NEAR OCEAN
72.80925378,19.21907819,36,1816,526,4463,1545,0.665944091,320414.0057,NEAR OCEAN
72.89230609,19.19587076,31,1685,1784,323,1051,1.041059595,1029770.899,NEAR OCEAN
72.90531079,19.17697314,41,4557,263,4137,1480,0.642838099,1252459.194,NEAR OCEAN
72.8181339,19.17657345,14,5816,1085,3157,2147,1.088154049,1365590.139,NEAR OCEAN
72.82647388,19.17824145,22,1759,1990,1738,393,0.319553068,1708946.866,NEAR OCEAN
72.90060245,19.14996052,29,1284,317,1037,2439,0.50638096,2035818.133,NEAR OCEAN
72.79035821,19.25785813,28,1604,1756,2811,878,0.615885465,302004.9174,NEAR OCEAN
72.9087739,19.03091282,9,911,395,2178,291,0.63050274,1095887.553,NEAR OCEAN
72.85685801,19.26314037,14,3476,1539,1689,2163,0.639003415,501988.7527,NEAR OCEAN
